ride_id,started_at,ended_at,start_station,end_station,user_type
R101564,2026-06-16 14:14:00,2026-06-16 14:29:31,Midtown MARTA,Centennial Olympic Park,member
R100923,2026-06-10 19:27:00,2026-06-10 19:54:47,Georgia State University,  Midtown MARTA ,casual
R102406,2026-06-24 18:46:00,2026-06-24 19:05:07,Georgia State University,Atlantic Station,casual
R104604,2026-07-17 16:05:00,2026-07-17 16:16:51,  Krog Street Market ,Midtown MARTA,member
R100320,2026-06-04 16:14:00,2026-06-04 16:27:53,Midtown MARTA,Piedmont Park,member
R102404,06/24/2026 06:16,2026-06-24 06:27:12,Midtown MARTA,Ponce City Market,member
R101843,2026-06-19 06:56:00,2026-06-19 07:05:09,Georgia State University,Ponce City Market,member
R101719,06/17/2026 12:28,2026-06-17 12:34:28,Piedmont Park,Ponce City Market,member
R101879,19-Jun-2026 19:08,2026-06-19 19:33:56,Krog St. Market,GEORGIA STATE UNIVERSITY,casual
R104129,2026-07-12 12:42:00,12-Jul-2026 12:55,Piedmont Pk,Centennial Olympic Park,casual
R102899,2026-06-29 12:02:00,2026-06-29 12:14:27,MIDTOWN MARTA,Centennial Olympic Park,member
R104449,2026-07-15 14:23:00,07/15/2026 14:38,Ponce City Market,Midtown MARTA,member
R100046,2026-06-01 16:35:00,06/01/2026 16:47,Little Five Points,Centennial Olympic Park,member
R105156,07/22/2026 18:35,2026-07-22 19:01:16,Centennial Olympic Park,Ponce City Market,casual
R104676,2026-07-17 13:38:00,2026-07-17 14:06:15,Centennial Olympic Park,Piedmont Park,casual
R105397,07/24/2026 06:43,2026-07-24 06:53:24,Midtown MARTA,Piedmont Park,member
R103488,2026-07-06 17:12:00,2026-07-06 17:21:00,Georgia State University,Centennial Olympic Park,member
R100415,2026-06-04 17:56:00,2026-06-04 18:12:01,Little Five Points,Georgia State University,member
R102709,2026-06-27 11:58:00,2026-06-27 12:31:31,Midtown MARTA,PIEDMONT PARK,casual
R104797,2026-07-18 18:15:00,2026-07-18 18:32:53,MIDTOWN MARTA,Ponce City Market,member
R101277,2026-06-13 10:06:00,2026-06-13 10:38:51,Midtown MARTA,Piedmont Pk,casual
R100111,2026-06-01 08:28:00,2026-06-01 09:04:47,Ponce City Market,Midtown MARTA,casual
R101734,2026-06-18 07:04:00,2026-06-18 07:22:27,Midtown MARTA,PONCE CITY MARKET,member
R105979,2026-07-30 14:17:00,07/30/2026 14:25,Georgia State University,ponce city market,member
R101704,2026-06-17 22:03:00,06/17/2026 22:05,Georgia State University,Midtown MARTA,member
R102982,2026-06-30 02:46:00,2026-06-30 02:57:30,Midtown MARTA,Ponce City Market,member
R101125,11-Jun-2026 15:13,2026-06-11 15:27:44,Midtown MARTA,Centennial Olympic Park,casual
R102344,2026-06-24 21:14:00,2026-06-24 21:22:17,ATLANTIC STATION,Centennial Olympic Park,member
R102634,26-Jun-2026 08:48,2026-06-26 09:02:17,Georgia State University,Atlantic Station,member
R100035,2026-06-01 09:40:00,2026-06-01 09:53:34,Piedmont Park,Midtown MARTA,member
R105205,22-Jul-2026 11:07,07/22/2026 11:25,  Midtown MARTA ,Ponce City Market,casual
R104175,12-Jul-2026 15:20,2026-07-12 15:51:04,Georgia State University,midtown marta,casual
R101629,2026-06-17 07:35:00,06/17/2026 07:45,krog street market,Midtown MARTA,member
R103174,2026-07-02 18:13:00,2026-07-02 18:21:15,Centennial Olympic Park,GEORGIA STATE UNIVERSITY,member
R100214,2026-06-03 11:52:00,06/03/2026 12:05,midtown marta,Piedmont Park,member
R103754,08-Jul-2026 08:30,07/08/2026 08:38,Midtown MARTA,PONCE CITY MARKET,member
R105654,2026-07-27 08:03:00,2026-07-27 08:14:59,Centennial Olympic Park,Midtown MARTA,casual
R104013,10-Jul-2026 14:14,2026-07-10 14:25:31,Little Five Points,ATLANTIC STATION,member
R105511,2026-07-26 12:32:00,2026-07-26 12:52:28,Ponce City Market,Midtown MARTA,casual
R104483,2026-07-16 07:37:00,2026-07-16 08:02:38,Krog Street Market,Georgia State University,casual
R101504,2026-06-15 07:35:00,2026-06-15 07:48:42,West End,ATLANTIC STATION,member
R100089,06/01/2026 21:53,2026-06-01 22:12:14,Midtown MARTA,Ponce City Market,member
R101815,06/19/2026 04:10,19-Jun-2026 04:24,PONCE CITY MARKET,ATLANTIC STATION,member
R105420,07/25/2026 07:40,2026-07-25 08:01:49,Georgia State University,Grant Park,casual
R102572,2026-06-25 18:58:00,2026-06-25 19:12:50,MIDTOWN MARTA,Little Five Points,member
R102716,2026-06-27 11:53:00,06/27/2026 12:34,Midtown MARTA,Ponce City Market,casual
R103518,06-Jul-2026 08:48,2026-07-06 09:03:30,Midtown MARTA,Georgia State University,member
R103960,2026-07-10 19:29:00,10-Jul-2026 19:39,CENTENNIAL OLYMPIC PARK,Ponce City Market,member
R105995,07/30/2026 15:35,07/30/2026 15:49,Centennial Olympic Park,Midtown MARTA,member
R100987,06/10/2026 23:36,06/10/2026 23:52,Centennial Olympic Park,Georgia State University,member
R103129,2026-07-02 16:11:00,2026-07-02 16:18:47,Midtown MARTA,Ponce City Market,casual
R105797,07/28/2026 07:47,2026-07-28 08:05:18,centennial olympic park,Piedmont Park,member
R102331,2026-06-24 07:25:00,2026-06-24 07:37:18,Little Five Points,Midtown MARTA,member
R100081,2026-06-01 07:04:00,2026-06-01 07:39:16,ponce city market,Midtown MARTA,casual
R102334,24-Jun-2026 14:38,2026-06-24 14:39:44,Centennial Olympic Park,Georgia State University,member
R102430,2026-06-24 02:52:00,2026-06-24 03:03:27,Piedmont Park,Georgia State University,member
R105652,07/27/2026 17:00,2026-07-27 17:14:16,  Piedmont Park ,Georgia State University,member
R102638,06/26/2026 08:40,2026-06-26 08:47:41,Midtown MARTA,Little Five Points,member
R103107,07/02/2026 16:03,07/02/2026 16:08,Georgia State University,Midtown MARTA,member
R100968,2026-06-10 08:37:00,2026-06-10 08:45:01,Georgia State University,Centennial Olympic Park,member
R100845,06/09/2026 13:34,2026-06-09 13:42:29,West End,Midtown MARTA,member
R100632,2026-06-07 07:19:00,2026-06-07 07:45:08,Centennial Olympic Park,  Piedmont Park ,casual
R102792,2026-06-28 10:34:00,2026-06-28 10:48:54,  Little Five Points ,Midtown MARTA,casual
R100805,2026-06-08 12:59:00,2026-06-14 12:59:00,Ponce City Market,Midtown MARTA,member
R103042,2026-07-01 08:46:00,2026-07-01 08:58:41,Midtown MARTA,Atlantic Station,member
R101035,2026-06-11 20:02:00,11-Jun-2026 20:11,PONCE CITY MARKET,Midtown MARTA,member
R100972,2026-06-10 07:52:00,2026-06-10 08:04:35,Atlantic Station,  Ponce City Market ,member
R104543,07/16/2026 07:11,2026-07-16 07:25:28,krog street market,Atlantic Station,member
R102540,2026-06-25 09:34:00,2026-06-25 10:19:55,PONCE CITY MARKET,  Midtown MARTA ,casual
R104036,2026-07-11 12:16:00,2026-07-11 12:23:47,Centennial Olympic Park,Georgia State University,casual
R102226,22-Jun-2026 10:35,2026-06-22 10:46:22,Midtown MARTA,Krog Street Market,member
R103606,2026-07-07 16:05:00,2026-07-07 16:29:54,Georgia State University,MIDTOWN MARTA,casual
R104010,07/10/2026 18:13,2026-07-10 18:24:09,centennial olympic park,Midtown MARTA,member
R104420,2026-07-15 03:36:00,07/15/2026 03:46,Centennial Olympic Park,Atlantic Station,member
R104870,2026-07-19 15:49:00,2026-07-19 16:15:27,Midtown MARTA,Georgia State University,casual
R104910,2026-07-19 07:31:00,19-Jul-2026 07:46,midtown marta,Georgia State University,member
R105320,2026-07-24 11:37:00,2026-07-24 11:57:56,Little Five Points,centennial olympic park,casual
R101283,2026-06-13 18:22:00,2026-06-13 18:29:40,MIDTOWN MARTA,CENTENNIAL OLYMPIC PARK,casual
R102378,2026-06-24 22:49:00,2026-06-24 22:56:48,Ponce City Market,Midtown MARTA,member
R104424,15-Jul-2026 13:45,07/15/2026 13:58,Georgia State University,Little Five Points,member
R104126,2026-07-12 16:40:00,07/12/2026 16:58,Georgia State University,Ponce City Market,casual
R103093,2026-07-01 09:11:00,2026-07-01 09:19:15,PIEDMONT PARK,Ponce City Market,member
R100266,2026-06-03 08:45:00,2026-06-03 09:05:17,Midtown MARTA,Georgia State University,casual
R100419,06/04/2026 05:57,04-Jun-2026 06:08,Midtown MARTA,Centennial Olympic Park,member
R101916,2026-06-19 12:03:00,2026-06-19 12:14:16,krog street market,Centennial Olympic Park,member
R101707,2026-06-17 07:35:00,06/17/2026 07:48,Grant Park,Ponce City Market,member
R102345,2026-06-24 01:21:00,06/24/2026 01:33,Midtown MARTA,Centennial Olympic Park,member
R105228,2026-07-22 20:29:00,22-Jul-2026 20:41,GRANT PARK,Midtown MARTA,member
R102124,06/22/2026 19:35,2026-06-22 19:41:59,Midtown MARTA,Centennial Olympic Park,member
R103266,2026-07-03 18:59:00,07/03/2026 19:14,Midtown MARTA,Piedmont Park,member
R102904,06/29/2026 16:35,2026-06-29 16:43:05,Midtown MARTA,Georgia State University,member
R101251,2026-06-13 16:20:00,06/13/2026 16:32,georgia state university,PIEDMONT PARK,member
R105966,2026-07-30 08:09:00,30-Jul-2026 08:22,Midtown MARTA,  Centennial Olympic Park ,member
R104498,07/16/2026 17:31,2026-07-25 17:31:00,Atlantic Station,MIDTOWN MARTA,member
R100522,2026-06-06 12:13:00,2026-06-06 12:35:28,Midtown MARTA,Atlantic Station,casual
R103800,2026-07-09 07:11:00,2026-07-09 07:24:05,krog street market,Midtown MARTA,member
R102011,2026-06-21 09:24:00,21-Jun-2026 09:36,Midtown MARTA,KROG STREET MARKET,member
R101108,2026-06-11 07:04:00,2026-06-11 07:13:04,  Ponce City Market ,little five points,casual
R102475,2026-06-25 08:55:00,2026-06-25 09:08:01,Ponce City Market,Piedmont Park,member
R103828,2026-07-09 06:32:00,2026-07-09 06:40:02,Georgia State University,Grant Park,member
R102173,2026-06-22 06:46:00,22-Jun-2026 07:07,Centennial Olympic Park,Georgia State University,casual
R100315,2026-06-04 16:59:00,2026-06-04 17:16:32,Grant Park,Ponce City Market,member
R103564,07/07/2026 17:23,2026-07-07 17:46:33,Midtown MARTA,Piedmont Park,casual
R102494,2026-06-25 12:08:00,06/25/2026 12:20,Midtown MARTA,Piedmont Park,member
R104440,15-Jul-2026 06:35,07/15/2026 06:44,  Little Five Points ,Georgia State University,member
R103020,2026-06-30 10:35:00,2026-06-30 10:46:12,Georgia State University,Ponce City Market,member
R101431,2026-06-15 21:31:00,2026-06-15 21:40:19,Georgia State University,Midtown MARTA,member
R100253,06/03/2026 20:40,06/03/2026 20:40,Ponce City Market,Ponce City Market,member
R100467,05-Jun-2026 15:28,2026-06-05 15:42:35,Georgia State University,Ponce City Market,member
R102533,2026-06-25 19:05:00,2026-06-25 19:11:52,Piedmont Park,  Georgia State University ,member
R100190,2026-06-02 14:39:00,2026-06-02 14:57:00,Piedmont Park,Midtown MARTA,member
R105039,07/21/2026 13:59,07/21/2026 14:18,Midtown MARTA,Krog Street Market,member
R100881,2026-06-09 09:40:00,2026-06-09 10:00:20,West End,Piedmont Park,casual
R100073,2026-06-01 11:30:00,2026-06-01 11:41:35,GEORGIA STATE UNIVERSITY,Ponce City Market,member
R103416,05-Jul-2026 07:29,2026-07-05 07:42:23,centennial olympic park,Midtown MARTA,casual
R104782,2026-07-18 18:32:00,2026-07-18 18:50:03,MIDTOWN MARTA,Centennial Olympic Park,casual
R102451,2026-06-24 17:36:00,06/24/2026 17:49,georgia state university,Centennial Olympic Park,member
R101081,2026-06-11 18:24:00,2026-06-11 18:32:13,Ponce City Market,Piedmont Park,member
R100511,2026-06-05 21:00:00,06/05/2026 21:16,Centennial Olympic Park,Ponce City Market,member
R102609,2026-06-26 15:10:00,2026-06-26 15:23:37,ATLANTIC STATION,Midtown MARTA,member
R101250,2026-06-12 16:24:00,2026-06-12 16:40:53,West End,GEORGIA STATE UNIVERSITY,member
R103189,2026-07-02 20:00:00,2026-07-02 20:06:21,Centennial Olympic Park,midtown marta,member
R100216,06/03/2026 05:12,2026-06-03 05:30:51,Ponce City Market,Georgia State University,member
R103236,2026-07-03 15:39:00,2026-07-03 15:54:00,ponce city market,Centennial Olympic Park,member
R101178,06/12/2026 08:12,2026-06-12 08:19:08,Atlantic Station,Piedmont Park,member
R101209,2026-06-12 19:56:00,12-Jun-2026 20:04,Midtown MARTA,Ponce City Market,member
R105846,2026-07-29 18:02:00,07/29/2026 18:13,midtown marta,  Ponce City Market ,member
R102683,06/27/2026 11:06,2026-06-27 11:20:26,  Ponce City Market ,Krog Street Market,casual
R103322,2026-07-04 12:28:00,2026-07-04 12:45:47,Midtown MARTA,  Georgia State University ,casual
R100104,2026-06-01 15:45:00,2026-06-01 16:00:11,Georgia State University,Krog Street Market,casual
R101422,2026-06-15 16:58:00,06/15/2026 17:12,Ponce City Market,Centennial Olympic Park,member
R101376,2026-06-14 10:38:00,2026-06-14 11:00:26,West End,Centennial Olympic Park,casual
R103280,2026-07-03 11:12:00,2026-07-03 11:17:41,Ponce City Market,Centennial Olympic Park,member
R102877,2026-06-29 20:36:00,2026-06-29 20:44:42,centennial olympic park,ponce city market,member
R103148,2026-07-02 12:13:00,2026-07-02 12:27:43,MIDTOWN MARTA,Krog Street Market,member
R100178,2026-06-02 06:06:00,02-Jun-2026 06:23,Atlantic Station,Grant Park,member
R100162,2026-06-02 08:28:00,02-Jun-2026 08:43,Georgia State University,Atlantic Station,member
R102723,27-Jun-2026 06:23,06/27/2026 06:48,Ponce City Market,MIDTOWN MARTA,casual
R101256,06/13/2026 16:06,2026-06-13 16:12:54,Centennial Olympic Park,Atlantic Station,member
R104898,2026-07-19 14:14:00,2026-07-19 14:26:33,Krog Street Market,CENTENNIAL OLYMPIC PARK,member
R100217,2026-06-03 12:39:00,06/03/2026 12:49,Georgia State University,  Piedmont Park ,member
R103616,07-Jul-2026 08:36,07/07/2026 09:06,Krog Street Market,Piedmont Pk,casual
R100705,2026-06-07 09:58:00,2026-06-07 10:10:36,Atlantic Station,CENTENNIAL OLYMPIC PARK,member
R105454,07/25/2026 20:58,07/25/2026 21:00,Georgia State University,midtown marta,member
R100456,2026-06-05 18:33:00,06/05/2026 19:17,Ponce City Market,Georgia State University,casual
R101619,2026-06-17 17:26:00,2026-06-17 17:45:09,Georgia State University,midtown marta,casual
R102818,2026-06-28 15:50:00,06/28/2026 16:08,MIDTOWN MARTA,Ponce City Market,casual
R105004,07/20/2026 19:51,2026-07-20 20:07:09,Midtown MARTA,PONCE CITY MARKET,member
R100320,2026-06-04 16:14:00,2026-06-04 16:27:53,Midtown MARTA,Piedmont Park,member
R100280,06/03/2026 16:55,2026-06-03 17:03:54,Midtown MARTA,LITTLE FIVE POINTS,member
R102223,2026-06-22 15:57:00,2026-06-22 16:11:25,West End,Midtown MARTA,member
R103530,2026-07-06 20:08:00,07/06/2026 20:23,Ponce City Market,Georgia State University,member
R101595,16-Jun-2026 18:22,2026-06-16 18:31:13,Georgia State University,Midtown MARTA,member
R104057,11-Jul-2026 19:02,2026-07-11 19:25:36,Piedmont Pk,Ponce City Market,casual
R103559,2026-07-06 15:14:00,07/06/2026 15:19,Georgia State University,Midtown MARTA,member
R105218,2026-07-22 23:13:00,2026-07-22 23:24:23,centennial olympic park,MIDTOWN MARTA,member
R101994,06/20/2026 15:14,2026-06-20 15:59:25,  Midtown MARTA ,Ponce City Market,casual
R105331,2026-07-24 11:33:00,2026-07-24 11:40:17,Little Five Points,  Ponce City Market ,member
R102808,2026-06-28 10:24:00,2026-06-28 10:43:41,  Midtown MARTA ,PIEDMONT PARK,casual
R100562,2026-06-06 08:56:00,2026-06-06 09:08:54,Centennial Olympic Park,Ponce City Market,member
R101977,2026-06-20 16:48:00,2026-06-20 16:55:40,Ponce City Market,west end,member
R103654,2026-07-08 10:54:00,2026-07-08 11:09:09,CENTENNIAL OLYMPIC PARK,Ponce City Market,member
R100416,2026-06-04 10:38:00,06/04/2026 10:50,Ponce City Market,Georgia State University,member
R105229,2026-07-22 05:14:00,2026-07-22 05:28:02,Piedmont Park,Georgia State University,member
R105937,2026-07-30 15:52:00,2026-07-30 16:09:44,Ponce City Market,Krog Street Market,casual
R105294,07/23/2026 17:21,07/23/2026 17:37,Centennial Olympic Pk,Little Five Points,member
R100732,2026-06-08 14:09:00,08-Jun-2026 14:14,Midtown MARTA,ATLANTIC STATION,
R102058,2026-06-21 09:46:00,06/21/2026 09:57,georgia state university,Midtown MARTA,member
R102976,2026-06-30 18:18:00,06/30/2026 18:38,Ponce City Market,Midtown MARTA,casual
R101613,06/17/2026 17:12,06/17/2026 17:24,Atlantic Station,Centennial Olympic Park,member
R105055,07/21/2026 17:48,21-Jul-2026 17:49,Little Five Points,  Midtown MARTA ,casual
R103377,2026-07-04 14:46:00,07/04/2026 14:52,PONCE CITY MARKET,Georgia State University,casual
R103240,07/03/2026 12:54,03-Jul-2026 13:03,Krog Street Market,CENTENNIAL OLYMPIC PARK,member
R105620,2026-07-27 18:48:00,2026-07-27 18:53:55,Ponce City Market,Midtown MARTA,member
R104496,07/16/2026 07:21,2026-07-16 07:22:00,Piedmont Pk,GEORGIA STATE UNIVERSITY,member
R101647,2026-06-17 13:19:00,2026-06-17 13:47:37,Midtown MARTA,  Centennial Olympic Park ,casual
R103159,2026-07-02 19:37:00,2026-07-02 19:52:27,Midtown MARTA,PONCE CITY MARKET,member
R104060,07/11/2026 18:25,2026-07-11 18:33:40,Atlantic Station,Midtown MARTA,casual
R100043,2026-06-01 06:32:00,2026-06-01 06:38:03,Little Five Points,Ponce City Market,casual
R104873,2026-07-19 14:04:00,19-Jul-2026 14:26,Grant Park,Ponce City Market,casual
R103895,07/09/2026 07:29,07/09/2026 07:39,Midtown MARTA,ponce city market,member
R103250,2026-07-03 08:53:00,07/03/2026 09:05,Midtown MARTA,Piedmont Park,member
R101327,13-Jun-2026 14:09,2026-06-13 14:26:00,Centennial Olympic Park,Midtown MARTA,member
R101955,06/20/2026 12:34,2026-06-20 12:58:11,Krog Street Market,Centennial Olympic Pk,casual
R103024,2026-07-01 07:45:00,07/01/2026 07:57,Georgia State University,MIDTOWN MARTA,member
R105932,2026-07-30 11:02:00,2026-07-30 11:15:08,Ponce City Market,Little Five Points,member
R103355,2026-07-04 14:11:00,2026-07-04 14:30:34,  Midtown MARTA ,Ponce City Market,casual
R100363,2026-06-04 20:57:00,06/04/2026 21:13,Ponce City Market,  Georgia State University ,member
R100075,06/01/2026 07:15,06/01/2026 07:34,centennial olympic park,Piedmont Park,casual
R102695,2026-06-27 14:05:00,2026-06-27 14:13:56,Georgia State University,  Midtown MARTA ,member
R104621,2026-07-17 08:05:00,2026-07-17 08:11:27,West End,Centennial Olympic Park,casual
R103721,07/08/2026 18:54,08-Jul-2026 19:25,Georgia State University,Krog Street Market,casual
R104835,2026-07-19 17:27:00,2026-07-19 17:40:33,Midtown MARTA,LITTLE FIVE POINTS,member
R104412,2026-07-15 15:13:00,2026-07-15 15:22:32,Ponce City Market,Midtown MARTA,member
R101522,06/15/2026 11:51,06/15/2026 12:03,Georgia State University,Ponce City Market,member
R105794,2026-07-28 08:56:00,07/28/2026 09:10,Krog Street Market,Midtown MARTA,member
R102022,21-Jun-2026 11:40,2026-06-21 12:01:58,Georgia State University,PONCE CITY MARKET,casual
R101246,2026-06-12 17:00:00,06/12/2026 17:14,Midtown MARTA,Atlantic Station,member
R103927,2026-07-10 12:20:00,2026-07-10 12:55:31,Ponce City Market,Piedmont Pk,casual
R101345,2026-06-14 01:53:00,2026-06-14 02:09:47,Atlantic Station,Ponce City Market,casual
R101549,16-Jun-2026 07:27,2026-06-16 07:41:44,  Atlantic Station ,Midtown MARTA,member
R100602,06/07/2026 06:00,2026-06-07 06:01:00,Midtown MARTA,Georgia State University,casual
R101588,2026-06-16 09:22:00,2026-06-16 09:33:19,Ponce City Market,Midtown MARTA,member
R104489,2026-07-16 18:00:00,16-Jul-2026 18:01,Midtown MARTA,Georgia State University,casual
R100350,04-Jun-2026 07:29,06/04/2026 07:34,  Midtown MARTA ,ponce city market,member
R104968,2026-07-20 08:37:00,2026-07-20 08:50:09,Centennial Olympic Park,Georgia State University,member
R100731,06/08/2026 14:38,2026-06-08 15:03:38,Ponce City Market,Atlantic Station,casual
R100424,05-Jun-2026 07:33,06/05/2026 07:45,Ponce City Market,CENTENNIAL OLYMPIC PARK,member
R103006,2026-06-30 20:30:00,2026-06-30 20:43:04,Midtown MARTA,Centennial Olympic Park,casual
